¿œ¿⁄,ºˆ∑Æ,º“∫–∑˘
2022-09-20,624,≈∫ªÍ¿Ω∑·
2022-09-20,120,≈∫ªÍ¿Ω∑·
2022-09-20,120,≈∫ªÍ¿Ω∑·
2022-09-21,20,≈∫ªÍ¿Ω∑·
2022-09-21,240,≈∫ªÍ¿Ω∑·
2022-09-21,240,≈∫ªÍ¿Ω∑·
2022-09-21,240,≈∫ªÍ¿Ω∑·
2022-09-21,120,≈∫ªÍ¿Ω∑·
2022-09-21,20,≈∫ªÍ¿Ω∑·
2022-09-21,240,≈∫ªÍ¿Ω∑·
2022-09-21,-12,≈∫ªÍ¿Ω∑·
2022-09-22,600,≈∫ªÍ¿Ω∑·
2022-09-23,384,≈∫ªÍ¿Ω∑·
2022-09-23,-48,≈∫ªÍ¿Ω∑·
2022-09-23,450,≈∫ªÍ¿Ω∑·
2022-09-23,480,≈∫ªÍ¿Ω∑·
2022-09-24,480,≈∫ªÍ¿Ω∑·
2022-09-27,198,≈∫ªÍ¿Ω∑·
2022-09-28,200,≈∫ªÍ¿Ω∑·
2022-09-28,900,≈∫ªÍ¿Ω∑·
2022-09-30,600,≈∫ªÍ¿Ω∑·
2022-10-01,160,≈∫ªÍ¿Ω∑·
2022-10-01,480,≈∫ªÍ¿Ω∑·
2022-10-01,900,≈∫ªÍ¿Ω∑·
2022-10-04,1152,≈∫ªÍ¿Ω∑·
2022-10-04,360,≈∫ªÍ¿Ω∑·
2022-10-04,-12,≈∫ªÍ¿Ω∑·
2022-10-04,600,≈∫ªÍ¿Ω∑·
2022-10-05,150,≈∫ªÍ¿Ω∑·
2022-10-05,20,≈∫ªÍ¿Ω∑·
2022-10-05,300,≈∫ªÍ¿Ω∑·
2022-10-05,150,≈∫ªÍ¿Ω∑·
2022-10-05,36,≈∫ªÍ¿Ω∑·
2022-10-05,60,≈∫ªÍ¿Ω∑·
2022-10-05,20,≈∫ªÍ¿Ω∑·
2022-10-05,-12,≈∫ªÍ¿Ω∑·
2022-10-08,1200,≈∫ªÍ¿Ω∑·
2022-10-08,480,≈∫ªÍ¿Ω∑·
2022-10-11,528,≈∫ªÍ¿Ω∑·
2022-10-11,240,≈∫ªÍ¿Ω∑·
2022-10-11,960,≈∫ªÍ¿Ω∑·
2022-10-11,1200,≈∫ªÍ¿Ω∑·
2022-10-13,900,≈∫ªÍ¿Ω∑·
2022-10-14,1200,≈∫ªÍ¿Ω∑·
2022-10-14,240,≈∫ªÍ¿Ω∑·
2022-10-14,120,≈∫ªÍ¿Ω∑·
2022-10-14,300,≈∫ªÍ¿Ω∑·
2022-10-14,-17,≈∫ªÍ¿Ω∑·
2022-10-15,480,≈∫ªÍ¿Ω∑·
2022-10-17,960,≈∫ªÍ¿Ω∑·
2022-10-18,528,≈∫ªÍ¿Ω∑·
2022-10-18,240,≈∫ªÍ¿Ω∑·
2022-10-18,60,≈∫ªÍ¿Ω∑·
2022-10-18,480,≈∫ªÍ¿Ω∑·
2022-10-18,360,≈∫ªÍ¿Ω∑·
2022-10-19,-60,≈∫ªÍ¿Ω∑·
2022-10-19,240,≈∫ªÍ¿Ω∑·
2022-10-20,96,≈∫ªÍ¿Ω∑·
2022-10-21,2112,≈∫ªÍ¿Ω∑·
2022-10-21,600,≈∫ªÍ¿Ω∑·
2022-10-21,480,≈∫ªÍ¿Ω∑·
2022-10-24,-72,≈∫ªÍ¿Ω∑·
2022-10-24,2940,≈∫ªÍ¿Ω∑·
2022-10-27,300,≈∫ªÍ¿Ω∑·
2022-10-28,300,≈∫ªÍ¿Ω∑·
2022-10-28,600,≈∫ªÍ¿Ω∑·
2022-10-28,1800,≈∫ªÍ¿Ω∑·
2022-10-31,240,≈∫ªÍ¿Ω∑·
2022-10-31,480,≈∫ªÍ¿Ω∑·
2022-11-01,600,≈∫ªÍ¿Ω∑·
2022-11-01,240,≈∫ªÍ¿Ω∑·
2022-11-01,900,≈∫ªÍ¿Ω∑·
2022-11-01,120,≈∫ªÍ¿Ω∑·
2022-11-01,450,≈∫ªÍ¿Ω∑·
2022-11-01,360,≈∫ªÍ¿Ω∑·
2022-11-01,150,≈∫ªÍ¿Ω∑·
2022-11-01,60,≈∫ªÍ¿Ω∑·
2022-11-01,696,≈∫ªÍ¿Ω∑·
2022-11-07,480,≈∫ªÍ¿Ω∑·
2022-11-11,960,≈∫ªÍ¿Ω∑·
2022-11-14,528,≈∫ªÍ¿Ω∑·
2022-11-14,120,≈∫ªÍ¿Ω∑·
2022-11-15,480,≈∫ªÍ¿Ω∑·
2022-11-16,900,≈∫ªÍ¿Ω∑·
2022-11-16,480,≈∫ªÍ¿Ω∑·
2022-11-16,600,≈∫ªÍ¿Ω∑·
2022-11-18,240,≈∫ªÍ¿Ω∑·
2022-11-22,1200,≈∫ªÍ¿Ω∑·
2022-11-22,300,≈∫ªÍ¿Ω∑·
2022-11-22,150,≈∫ªÍ¿Ω∑·
2022-11-22,60,≈∫ªÍ¿Ω∑·
2022-11-22,120,≈∫ªÍ¿Ω∑·
2022-11-22,20,≈∫ªÍ¿Ω∑·
2022-11-23,1152,≈∫ªÍ¿Ω∑·
2022-11-23,900,≈∫ªÍ¿Ω∑·
2022-11-24,480,≈∫ªÍ¿Ω∑·
2022-11-24,120,≈∫ªÍ¿Ω∑·
2022-11-24,120,≈∫ªÍ¿Ω∑·
2022-11-24,-6,≈∫ªÍ¿Ω∑·
2022-11-25,300,≈∫ªÍ¿Ω∑·
2022-11-28,240,≈∫ªÍ¿Ω∑·
2022-12-05,240,≈∫ªÍ¿Ω∑·
2022-12-05,180,≈∫ªÍ¿Ω∑·
2022-12-05,450,≈∫ªÍ¿Ω∑·
2022-12-05,60,≈∫ªÍ¿Ω∑·
2022-12-05,-24,≈∫ªÍ¿Ω∑·
2022-12-08,600,≈∫ªÍ¿Ω∑·
2022-12-09,1200,≈∫ªÍ¿Ω∑·
2022-12-09,240,≈∫ªÍ¿Ω∑·
2022-12-09,1500,≈∫ªÍ¿Ω∑·
2022-12-10,120,≈∫ªÍ¿Ω∑·
2022-12-12,-4,≈∫ªÍ¿Ω∑·
2022-12-14,480,≈∫ªÍ¿Ω∑·
2022-12-14,-11,≈∫ªÍ¿Ω∑·
2022-12-15,480,≈∫ªÍ¿Ω∑·
2022-12-15,264,≈∫ªÍ¿Ω∑·
2022-12-15,-96,≈∫ªÍ¿Ω∑·
2022-12-16,480,≈∫ªÍ¿Ω∑·
2022-12-17,1728,≈∫ªÍ¿Ω∑·
2022-12-20,150,≈∫ªÍ¿Ω∑·
2022-12-20,-80,≈∫ªÍ¿Ω∑·
2022-12-20,-600,≈∫ªÍ¿Ω∑·
2022-12-20,300,≈∫ªÍ¿Ω∑·
2022-12-20,150,≈∫ªÍ¿Ω∑·
2022-12-20,40,≈∫ªÍ¿Ω∑·
2022-12-20,300,≈∫ªÍ¿Ω∑·
2022-12-20,-6,≈∫ªÍ¿Ω∑·
2022-12-21,1500,≈∫ªÍ¿Ω∑·
2022-12-23,2112,≈∫ªÍ¿Ω∑·
2022-12-23,720,≈∫ªÍ¿Ω∑·
2022-12-24,240,≈∫ªÍ¿Ω∑·
2022-12-24,1500,≈∫ªÍ¿Ω∑·
2023-01-02,96,≈∫ªÍ¿Ω∑·
2023-01-02,456,≈∫ªÍ¿Ω∑·
2023-01-04,528,≈∫ªÍ¿Ω∑·
2023-01-04,900,≈∫ªÍ¿Ω∑·
2023-01-04,240,≈∫ªÍ¿Ω∑·
2023-01-05,150,≈∫ªÍ¿Ω∑·
2023-01-05,300,≈∫ªÍ¿Ω∑·
2023-01-05,720,≈∫ªÍ¿Ω∑·
2023-01-05,150,≈∫ªÍ¿Ω∑·
2023-01-05,300,≈∫ªÍ¿Ω∑·
2023-01-05,300,≈∫ªÍ¿Ω∑·
2023-01-05,300,≈∫ªÍ¿Ω∑·
2023-01-05,120,≈∫ªÍ¿Ω∑·
2023-01-05,400,≈∫ªÍ¿Ω∑·
2023-01-06,1152,≈∫ªÍ¿Ω∑·
2023-01-06,240,≈∫ªÍ¿Ω∑·
2023-01-06,200,≈∫ªÍ¿Ω∑·
2023-01-06,588,≈∫ªÍ¿Ω∑·
2023-01-11,504,≈∫ªÍ¿Ω∑·
2023-01-11,2970,≈∫ªÍ¿Ω∑·
2023-01-12,1440,≈∫ªÍ¿Ω∑·
2023-01-12,720,≈∫ªÍ¿Ω∑·
2023-01-13,480,≈∫ªÍ¿Ω∑·
2023-01-13,360,≈∫ªÍ¿Ω∑·
2023-01-17,960,≈∫ªÍ¿Ω∑·
2023-01-25,504,≈∫ªÍ¿Ω∑·
2023-01-25,432,≈∫ªÍ¿Ω∑·
2023-01-25,720,≈∫ªÍ¿Ω∑·
2023-01-25,900,≈∫ªÍ¿Ω∑·
2023-01-25,-2,≈∫ªÍ¿Ω∑·
2023-01-25,-24,≈∫ªÍ¿Ω∑·
2023-01-25,-48,≈∫ªÍ¿Ω∑·
2023-01-25,-2,≈∫ªÍ¿Ω∑·
2023-01-25,900,≈∫ªÍ¿Ω∑·
2023-01-25,432,≈∫ªÍ¿Ω∑·
2023-01-27,200,≈∫ªÍ¿Ω∑·
2023-01-31,120,≈∫ªÍ¿Ω∑·
2023-02-02,2112,≈∫ªÍ¿Ω∑·
2023-02-02,660,≈∫ªÍ¿Ω∑·
2023-02-02,400,≈∫ªÍ¿Ω∑·
2023-02-03,1152,≈∫ªÍ¿Ω∑·
2023-02-03,120,≈∫ªÍ¿Ω∑·
2023-02-03,1800,≈∫ªÍ¿Ω∑·
2023-02-03,528,≈∫ªÍ¿Ω∑·
2023-02-03,192,≈∫ªÍ¿Ω∑·
2023-02-03,1200,≈∫ªÍ¿Ω∑·
2023-02-03,1056,≈∫ªÍ¿Ω∑·
2023-02-06,120,≈∫ªÍ¿Ω∑·
2023-02-06,1200,≈∫ªÍ¿Ω∑·
2023-02-07,60,≈∫ªÍ¿Ω∑·
2023-02-07,60,≈∫ªÍ¿Ω∑·
2023-02-07,120,≈∫ªÍ¿Ω∑·
2023-02-08,240,≈∫ªÍ¿Ω∑·
2023-02-08,180,≈∫ªÍ¿Ω∑·
2023-02-08,240,≈∫ªÍ¿Ω∑·
2023-02-08,60,≈∫ªÍ¿Ω∑·
2023-02-08,720,≈∫ªÍ¿Ω∑·
2023-02-10,240,≈∫ªÍ¿Ω∑·
2023-02-10,72,≈∫ªÍ¿Ω∑·
2023-02-10,120,≈∫ªÍ¿Ω∑·
2023-02-10,72,≈∫ªÍ¿Ω∑·
2023-02-10,240,≈∫ªÍ¿Ω∑·
2023-02-13,600,≈∫ªÍ¿Ω∑·
2023-02-13,1500,≈∫ªÍ¿Ω∑·
2023-02-15,120,≈∫ªÍ¿Ω∑·
2023-02-15,480,≈∫ªÍ¿Ω∑·
2023-02-17,240,≈∫ªÍ¿Ω∑·
2023-02-20,360,≈∫ªÍ¿Ω∑·
2023-02-21,480,≈∫ªÍ¿Ω∑·
2023-02-22,264,≈∫ªÍ¿Ω∑·
2023-02-22,72,≈∫ªÍ¿Ω∑·
2023-02-22,72,≈∫ªÍ¿Ω∑·
2023-02-22,240,≈∫ªÍ¿Ω∑·
2023-02-22,-72,≈∫ªÍ¿Ω∑·
2023-02-22,240,≈∫ªÍ¿Ω∑·
2023-02-22,120,≈∫ªÍ¿Ω∑·
2023-02-23,300,≈∫ªÍ¿Ω∑·
2023-02-23,480,≈∫ªÍ¿Ω∑·
2023-02-23,960,≈∫ªÍ¿Ω∑·
2023-02-23,300,≈∫ªÍ¿Ω∑·
2023-02-23,60,≈∫ªÍ¿Ω∑·
2023-02-23,60,≈∫ªÍ¿Ω∑·
2023-02-24,240,≈∫ªÍ¿Ω∑·
2023-02-27,1200,≈∫ªÍ¿Ω∑·
2023-02-27,300,≈∫ªÍ¿Ω∑·
2023-02-27,900,≈∫ªÍ¿Ω∑·
2023-03-02,528,≈∫ªÍ¿Ω∑·
2023-03-02,900,≈∫ªÍ¿Ω∑·
2023-03-02,60,≈∫ªÍ¿Ω∑·
2023-03-07,900,≈∫ªÍ¿Ω∑·
2023-03-07,300,≈∫ªÍ¿Ω∑·
2023-03-07,120,≈∫ªÍ¿Ω∑·
2023-03-07,264,≈∫ªÍ¿Ω∑·
2023-03-07,120,≈∫ªÍ¿Ω∑·
2023-03-09,60,≈∫ªÍ¿Ω∑·
2023-03-10,200,≈∫ªÍ¿Ω∑·
2023-03-10,240,≈∫ªÍ¿Ω∑·
2023-03-11,240,≈∫ªÍ¿Ω∑·
2023-03-13,720,≈∫ªÍ¿Ω∑·
2023-03-13,240,≈∫ªÍ¿Ω∑·
2023-03-14,240,≈∫ªÍ¿Ω∑·
2023-03-15,528,≈∫ªÍ¿Ω∑·
2023-03-15,-48,≈∫ªÍ¿Ω∑·
2023-03-15,-24,≈∫ªÍ¿Ω∑·
2023-03-16,150,≈∫ªÍ¿Ω∑·
2023-03-16,120,≈∫ªÍ¿Ω∑·
2023-03-17,2112,≈∫ªÍ¿Ω∑·
2023-03-18,570,≈∫ªÍ¿Ω∑·
2023-03-20,1152,≈∫ªÍ¿Ω∑·
2023-03-20,240,≈∫ªÍ¿Ω∑·
2023-03-20,600,≈∫ªÍ¿Ω∑·
2023-03-22,400,≈∫ªÍ¿Ω∑·
2023-03-24,300,≈∫ªÍ¿Ω∑·
2023-03-24,300,≈∫ªÍ¿Ω∑·
2023-03-28,240,≈∫ªÍ¿Ω∑·
2023-03-28,240,≈∫ªÍ¿Ω∑·
2023-03-29,480,≈∫ªÍ¿Ω∑·
2023-03-31,480,≈∫ªÍ¿Ω∑·
2023-03-31,160,≈∫ªÍ¿Ω∑·
2023-03-31,160,≈∫ªÍ¿Ω∑·
2023-04-01,240,≈∫ªÍ¿Ω∑·
2023-04-03,528,≈∫ªÍ¿Ω∑·
2023-04-03,900,≈∫ªÍ¿Ω∑·
2023-04-03,900,≈∫ªÍ¿Ω∑·
2023-04-03,300,≈∫ªÍ¿Ω∑·
2023-04-03,-96,≈∫ªÍ¿Ω∑·
2023-04-03,-12,≈∫ªÍ¿Ω∑·
2023-04-03,2970,≈∫ªÍ¿Ω∑·
2023-04-03,300,≈∫ªÍ¿Ω∑·
2023-04-03,600,≈∫ªÍ¿Ω∑·
2023-04-05,600,≈∫ªÍ¿Ω∑·
2023-04-05,660,≈∫ªÍ¿Ω∑·
2023-04-06,480,≈∫ªÍ¿Ω∑·
2023-04-08,200,≈∫ªÍ¿Ω∑·
2023-04-08,240,≈∫ªÍ¿Ω∑·
2023-04-08,600,≈∫ªÍ¿Ω∑·
2023-04-08,600,≈∫ªÍ¿Ω∑·
2023-04-10,168,≈∫ªÍ¿Ω∑·
2023-04-10,480,≈∫ªÍ¿Ω∑·
2023-04-10,480,≈∫ªÍ¿Ω∑·
2023-04-10,-30,≈∫ªÍ¿Ω∑·
2023-04-10,696,≈∫ªÍ¿Ω∑·
2023-04-10,600,≈∫ªÍ¿Ω∑·
2023-04-10,480,≈∫ªÍ¿Ω∑·
2023-04-11,240,≈∫ªÍ¿Ω∑·
2023-04-11,240,≈∫ªÍ¿Ω∑·
2023-04-11,60,≈∫ªÍ¿Ω∑·
2023-04-11,120,≈∫ªÍ¿Ω∑·
2023-04-11,120,≈∫ªÍ¿Ω∑·
2023-04-12,480,≈∫ªÍ¿Ω∑·
2023-04-12,160,≈∫ªÍ¿Ω∑·
2023-04-12,600,≈∫ªÍ¿Ω∑·
2023-04-13,552,≈∫ªÍ¿Ω∑·
2023-04-13,600,≈∫ªÍ¿Ω∑·
2023-04-14,240,≈∫ªÍ¿Ω∑·
2023-04-14,600,≈∫ªÍ¿Ω∑·
2023-04-17,240,≈∫ªÍ¿Ω∑·
2023-04-17,600,≈∫ªÍ¿Ω∑·
2023-04-18,240,≈∫ªÍ¿Ω∑·
2023-04-18,120,≈∫ªÍ¿Ω∑·
2023-04-19,216,≈∫ªÍ¿Ω∑·
2023-04-19,480,≈∫ªÍ¿Ω∑·
2023-04-19,600,≈∫ªÍ¿Ω∑·
2023-04-19,960,≈∫ªÍ¿Ω∑·
2023-04-20,1008,≈∫ªÍ¿Ω∑·
2023-04-20,240,≈∫ªÍ¿Ω∑·
2023-04-20,600,≈∫ªÍ¿Ω∑·
2023-04-24,288,≈∫ªÍ¿Ω∑·
2023-04-25,600,≈∫ªÍ¿Ω∑·
2023-04-25,-11,≈∫ªÍ¿Ω∑·
2023-04-27,272,≈∫ªÍ¿Ω∑·
2023-04-27,480,≈∫ªÍ¿Ω∑·
2023-04-28,80,≈∫ªÍ¿Ω∑·
2023-04-29,384,≈∫ªÍ¿Ω∑·
2023-04-29,384,≈∫ªÍ¿Ω∑·
2023-05-02,-24,≈∫ªÍ¿Ω∑·
2023-05-02,2970,≈∫ªÍ¿Ω∑·
2023-05-04,150,≈∫ªÍ¿Ω∑·
2023-05-04,300,≈∫ªÍ¿Ω∑·
2023-05-04,150,≈∫ªÍ¿Ω∑·
2023-05-04,300,≈∫ªÍ¿Ω∑·
2023-05-04,60,≈∫ªÍ¿Ω∑·
2023-05-04,120,≈∫ªÍ¿Ω∑·
2023-05-08,240,≈∫ªÍ¿Ω∑·
2023-05-08,360,≈∫ªÍ¿Ω∑·
2023-05-09,900,≈∫ªÍ¿Ω∑·
2023-05-10,600,≈∫ªÍ¿Ω∑·
2023-05-11,240,≈∫ªÍ¿Ω∑·
2023-05-12,600,≈∫ªÍ¿Ω∑·
2023-05-12,600,≈∫ªÍ¿Ω∑·
2023-05-12,240,≈∫ªÍ¿Ω∑·
2023-05-12,1800,≈∫ªÍ¿Ω∑·
2023-05-12,264,≈∫ªÍ¿Ω∑·
2023-05-12,240,≈∫ªÍ¿Ω∑·
2023-05-12,900,≈∫ªÍ¿Ω∑·
2023-05-13,240,≈∫ªÍ¿Ω∑·
2023-05-15,60,≈∫ªÍ¿Ω∑·
2023-05-15,300,≈∫ªÍ¿Ω∑·
2023-05-15,200,≈∫ªÍ¿Ω∑·
2023-05-15,120,≈∫ªÍ¿Ω∑·
2023-05-15,120,≈∫ªÍ¿Ω∑·
2023-05-16,120,≈∫ªÍ¿Ω∑·
2023-05-16,312,≈∫ªÍ¿Ω∑·
2023-05-16,600,≈∫ªÍ¿Ω∑·
2023-05-16,240,≈∫ªÍ¿Ω∑·
2023-05-18,120,≈∫ªÍ¿Ω∑·
2023-05-18,600,≈∫ªÍ¿Ω∑·
2023-05-19,240,≈∫ªÍ¿Ω∑·
2023-05-19,120,≈∫ªÍ¿Ω∑·
2023-05-19,300,≈∫ªÍ¿Ω∑·
2023-05-22,60,≈∫ªÍ¿Ω∑·
2023-05-22,480,≈∫ªÍ¿Ω∑·
2023-05-24,1152,≈∫ªÍ¿Ω∑·
2023-05-24,720,≈∫ªÍ¿Ω∑·
2023-05-24,480,≈∫ªÍ¿Ω∑·
2023-05-30,240,≈∫ªÍ¿Ω∑·
2023-06-01,528,≈∫ªÍ¿Ω∑·
2023-06-01,1152,≈∫ªÍ¿Ω∑·
2023-06-01,900,≈∫ªÍ¿Ω∑·
2023-06-01,450,≈∫ªÍ¿Ω∑·
2023-06-03,240,≈∫ªÍ¿Ω∑·
2023-06-03,600,≈∫ªÍ¿Ω∑·
2023-06-05,900,≈∫ªÍ¿Ω∑·
2023-06-05,600,≈∫ªÍ¿Ω∑·
2023-06-05,200,≈∫ªÍ¿Ω∑·
2023-06-07,300,≈∫ªÍ¿Ω∑·
2023-06-07,300,≈∫ªÍ¿Ω∑·
2023-06-08,900,≈∫ªÍ¿Ω∑·
2023-06-08,720,≈∫ªÍ¿Ω∑·
2023-06-08,600,≈∫ªÍ¿Ω∑·
2023-06-08,600,≈∫ªÍ¿Ω∑·
2023-06-09,240,≈∫ªÍ¿Ω∑·
2023-06-12,2112,≈∫ªÍ¿Ω∑·
2023-06-12,200,≈∫ªÍ¿Ω∑·
2023-06-14,270,≈∫ªÍ¿Ω∑·
2023-06-14,504,≈∫ªÍ¿Ω∑·
2023-06-14,-18,≈∫ªÍ¿Ω∑·
2023-06-15,600,≈∫ªÍ¿Ω∑·
2023-06-15,120,≈∫ªÍ¿Ω∑·
2023-06-15,120,≈∫ªÍ¿Ω∑·
2023-06-15,300,≈∫ªÍ¿Ω∑·
2023-06-20,720,≈∫ªÍ¿Ω∑·
2023-06-20,300,≈∫ªÍ¿Ω∑·
2023-06-21,930,≈∫ªÍ¿Ω∑·
2023-06-21,2880,≈∫ªÍ¿Ω∑·
2023-06-24,600,≈∫ªÍ¿Ω∑·
2023-06-24,240,≈∫ªÍ¿Ω∑·
2023-06-24,150,≈∫ªÍ¿Ω∑·
2023-06-24,480,≈∫ªÍ¿Ω∑·
2023-06-24,400,≈∫ªÍ¿Ω∑·
2023-06-26,480,≈∫ªÍ¿Ω∑·
2023-06-26,120,≈∫ªÍ¿Ω∑·
2023-06-26,240,≈∫ªÍ¿Ω∑·
2023-06-26,240,≈∫ªÍ¿Ω∑·
2023-06-26,120,≈∫ªÍ¿Ω∑·
2023-06-29,600,≈∫ªÍ¿Ω∑·
2023-07-01,360,≈∫ªÍ¿Ω∑·
2023-07-04,540,≈∫ªÍ¿Ω∑·
2023-07-07,900,≈∫ªÍ¿Ω∑·
2023-07-07,480,≈∫ªÍ¿Ω∑·
2023-07-07,300,≈∫ªÍ¿Ω∑·
2023-07-07,300,≈∫ªÍ¿Ω∑·
2023-07-07,72,≈∫ªÍ¿Ω∑·
2023-07-07,-2,≈∫ªÍ¿Ω∑·
2023-07-07,400,≈∫ªÍ¿Ω∑·
2023-07-07,720,≈∫ªÍ¿Ω∑·
2023-07-07,300,≈∫ªÍ¿Ω∑·
2023-07-07,300,≈∫ªÍ¿Ω∑·
2023-07-07,300,≈∫ªÍ¿Ω∑·
2023-07-07,120,≈∫ªÍ¿Ω∑·
2023-07-07,120,≈∫ªÍ¿Ω∑·
2023-07-07,-9,≈∫ªÍ¿Ω∑·
2023-07-07,-6,≈∫ªÍ¿Ω∑·
2023-07-07,-6,≈∫ªÍ¿Ω∑·
2023-07-07,-12,≈∫ªÍ¿Ω∑·
2023-07-07,-63,≈∫ªÍ¿Ω∑·
2023-07-10,400,≈∫ªÍ¿Ω∑·
2023-07-10,240,≈∫ªÍ¿Ω∑·
2023-07-10,-84,≈∫ªÍ¿Ω∑·
2023-07-10,360,≈∫ªÍ¿Ω∑·
2023-07-12,1152,≈∫ªÍ¿Ω∑·
2023-07-12,-24,≈∫ªÍ¿Ω∑·
2023-07-12,900,≈∫ªÍ¿Ω∑·
2023-07-12,-48,≈∫ªÍ¿Ω∑·
2023-07-14,600,≈∫ªÍ¿Ω∑·
2023-07-14,528,≈∫ªÍ¿Ω∑·
2023-07-14,240,≈∫ªÍ¿Ω∑·
2023-07-17,600,≈∫ªÍ¿Ω∑·
2023-07-17,600,≈∫ªÍ¿Ω∑·
2023-07-20,360,≈∫ªÍ¿Ω∑·
2023-07-20,528,≈∫ªÍ¿Ω∑·
2023-07-24,720,≈∫ªÍ¿Ω∑·
2023-07-24,20,≈∫ªÍ¿Ω∑·
2023-07-29,600,≈∫ªÍ¿Ω∑·
2023-07-31,360,≈∫ªÍ¿Ω∑·
2023-08-02,900,≈∫ªÍ¿Ω∑·
2023-08-02,2970,≈∫ªÍ¿Ω∑·
2023-08-02,-120,≈∫ªÍ¿Ω∑·
2023-08-03,600,≈∫ªÍ¿Ω∑·
2023-08-03,150,≈∫ªÍ¿Ω∑·
2023-08-03,240,≈∫ªÍ¿Ω∑·
2023-08-04,600,≈∫ªÍ¿Ω∑·
2023-08-04,1800,≈∫ªÍ¿Ω∑·
2023-08-05,864,≈∫ªÍ¿Ω∑·
2023-08-07,864,≈∫ªÍ¿Ω∑·
2023-08-09,600,≈∫ªÍ¿Ω∑·
2023-08-09,600,≈∫ªÍ¿Ω∑·
2023-08-09,600,≈∫ªÍ¿Ω∑·
2023-08-09,240,≈∫ªÍ¿Ω∑·
2023-08-11,1200,≈∫ªÍ¿Ω∑·
2023-08-11,60,≈∫ªÍ¿Ω∑·
2023-08-17,150,≈∫ªÍ¿Ω∑·
2023-08-17,240,≈∫ªÍ¿Ω∑·
2023-08-18,528,≈∫ªÍ¿Ω∑·
2023-08-18,900,≈∫ªÍ¿Ω∑·
2023-08-18,-120,≈∫ªÍ¿Ω∑·
2023-08-18,-42,≈∫ªÍ¿Ω∑·
2023-08-19,480,≈∫ªÍ¿Ω∑·
2023-08-19,720,≈∫ªÍ¿Ω∑·
2023-08-21,1128,≈∫ªÍ¿Ω∑·
2023-08-22,480,≈∫ªÍ¿Ω∑·
2023-08-23,10,≈∫ªÍ¿Ω∑·
2023-08-23,240,≈∫ªÍ¿Ω∑·
2023-08-25,120,≈∫ªÍ¿Ω∑·
2023-08-25,450,≈∫ªÍ¿Ω∑·
2023-08-25,-24,≈∫ªÍ¿Ω∑·
2023-08-25,-12,≈∫ªÍ¿Ω∑·
2023-08-26,480,≈∫ªÍ¿Ω∑·
2023-08-26,960,≈∫ªÍ¿Ω∑·
2023-08-28,480,≈∫ªÍ¿Ω∑·
2023-08-29,360,≈∫ªÍ¿Ω∑·
2023-09-06,1104,≈∫ªÍ¿Ω∑·
2023-09-06,240,≈∫ªÍ¿Ω∑·
2023-09-06,72,≈∫ªÍ¿Ω∑·
2023-09-06,312,≈∫ªÍ¿Ω∑·
2023-09-08,150,≈∫ªÍ¿Ω∑·
2023-09-08,150,≈∫ªÍ¿Ω∑·
2023-09-08,150,≈∫ªÍ¿Ω∑·
2023-09-08,150,≈∫ªÍ¿Ω∑·
2023-09-08,150,≈∫ªÍ¿Ω∑·
2023-09-08,36,≈∫ªÍ¿Ω∑·
2023-09-08,60,≈∫ªÍ¿Ω∑·
2023-09-09,360,≈∫ªÍ¿Ω∑·
2023-09-11,-60,≈∫ªÍ¿Ω∑·
2023-09-11,-18,≈∫ªÍ¿Ω∑·
2023-09-12,900,≈∫ªÍ¿Ω∑·
2023-09-12,400,≈∫ªÍ¿Ω∑·
2023-09-13,-4,≈∫ªÍ¿Ω∑·
2023-09-13,-3,≈∫ªÍ¿Ω∑·
2023-09-14,960,≈∫ªÍ¿Ω∑·
2023-09-14,300,≈∫ªÍ¿Ω∑·
2023-09-15,240,≈∫ªÍ¿Ω∑·
2023-09-18,480,≈∫ªÍ¿Ω∑·
2023-09-20,2910,≈∫ªÍ¿Ω∑·
2023-09-22,-150,≈∫ªÍ¿Ω∑·
2023-09-22,-36,≈∫ªÍ¿Ω∑·
2023-09-25,150,≈∫ªÍ¿Ω∑·
2023-09-25,120,≈∫ªÍ¿Ω∑·
2023-09-25,480,≈∫ªÍ¿Ω∑·
2023-09-27,600,≈∫ªÍ¿Ω∑·
2023-10-02,600,≈∫ªÍ¿Ω∑·
2023-10-04,1152,≈∫ªÍ¿Ω∑·
2023-10-05,600,≈∫ªÍ¿Ω∑·
2023-10-05,300,≈∫ªÍ¿Ω∑·
2023-10-07,120,≈∫ªÍ¿Ω∑·
2023-10-07,360,≈∫ªÍ¿Ω∑·
2023-10-10,480,≈∫ªÍ¿Ω∑·
2023-10-10,528,≈∫ªÍ¿Ω∑·
2023-10-10,900,≈∫ªÍ¿Ω∑·
2023-10-10,-180,≈∫ªÍ¿Ω∑·
2023-10-10,360,≈∫ªÍ¿Ω∑·
2023-10-11,600,≈∫ªÍ¿Ω∑·
2023-10-11,720,≈∫ªÍ¿Ω∑·
2023-10-11,720,≈∫ªÍ¿Ω∑·
2023-10-11,400,≈∫ªÍ¿Ω∑·
2023-10-12,384,≈∫ªÍ¿Ω∑·
2023-10-13,-96,≈∫ªÍ¿Ω∑·
2023-10-18,480,≈∫ªÍ¿Ω∑·
2023-10-18,720,≈∫ªÍ¿Ω∑·
2023-10-19,504,≈∫ªÍ¿Ω∑·
2023-10-19,600,≈∫ªÍ¿Ω∑·
