∆«∏≈¿œ,∆«∏≈ºˆ∑Æ,º“∫–∑˘
2023-07-12,24,≈∫ªÍ¿Ω∑·
2023-07-12,12,≈∫ªÍ¿Ω∑·
2023-07-12,30,≈∫ªÍ¿Ω∑·
2023-07-12,12,≈∫ªÍ¿Ω∑·
2023-07-12,30,≈∫ªÍ¿Ω∑·
2023-07-12,20,≈∫ªÍ¿Ω∑·
2023-07-12,30,≈∫ªÍ¿Ω∑·
2023-07-12,24,≈∫ªÍ¿Ω∑·
2023-07-12,-24,≈∫ªÍ¿Ω∑·
2023-07-12,30,≈∫ªÍ¿Ω∑·
2023-07-12,24,≈∫ªÍ¿Ω∑·
2023-07-12,24,≈∫ªÍ¿Ω∑·
2023-07-12,2,≈∫ªÍ¿Ω∑·
2023-07-12,24,≈∫ªÍ¿Ω∑·
2023-07-12,12,≈∫ªÍ¿Ω∑·
2023-07-12,24,≈∫ªÍ¿Ω∑·
2023-07-12,24,≈∫ªÍ¿Ω∑·
2023-07-12,24,≈∫ªÍ¿Ω∑·
2023-07-12,12,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,30,≈∫ªÍ¿Ω∑·
2023-07-13,24,≈∫ªÍ¿Ω∑·
2023-07-13,4,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,36,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,36,≈∫ªÍ¿Ω∑·
2023-07-13,36,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,36,≈∫ªÍ¿Ω∑·
2023-07-13,24,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,1,≈∫ªÍ¿Ω∑·
2023-07-13,30,≈∫ªÍ¿Ω∑·
2023-07-13,30,≈∫ªÍ¿Ω∑·
2023-07-13,24,≈∫ªÍ¿Ω∑·
2023-07-13,1,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,30,≈∫ªÍ¿Ω∑·
2023-07-13,30,≈∫ªÍ¿Ω∑·
2023-07-13,30,≈∫ªÍ¿Ω∑·
2023-07-13,12,≈∫ªÍ¿Ω∑·
2023-07-13,36,≈∫ªÍ¿Ω∑·
2023-07-13,300,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-14,30,≈∫ªÍ¿Ω∑·
2023-07-14,30,≈∫ªÍ¿Ω∑·
2023-07-14,30,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-14,30,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-14,60,≈∫ªÍ¿Ω∑·
2023-07-14,48,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,48,≈∫ªÍ¿Ω∑·
2023-07-14,8,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-14,12,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-14,4,≈∫ªÍ¿Ω∑·
2023-07-14,24,≈∫ªÍ¿Ω∑·
2023-07-15,24,≈∫ªÍ¿Ω∑·
2023-07-15,30,≈∫ªÍ¿Ω∑·
2023-07-15,30,≈∫ªÍ¿Ω∑·
2023-07-15,2,≈∫ªÍ¿Ω∑·
2023-07-15,30,≈∫ªÍ¿Ω∑·
2023-07-15,1,≈∫ªÍ¿Ω∑·
2023-07-15,12,≈∫ªÍ¿Ω∑·
2023-07-15,12,≈∫ªÍ¿Ω∑·
2023-07-15,12,≈∫ªÍ¿Ω∑·
2023-07-15,180,≈∫ªÍ¿Ω∑·
2023-07-15,24,≈∫ªÍ¿Ω∑·
2023-07-15,1,≈∫ªÍ¿Ω∑·
2023-07-15,12,≈∫ªÍ¿Ω∑·
2023-07-15,12,≈∫ªÍ¿Ω∑·
2023-07-15,12,≈∫ªÍ¿Ω∑·
2023-07-17,30,≈∫ªÍ¿Ω∑·
2023-07-17,12,≈∫ªÍ¿Ω∑·
2023-07-17,6,≈∫ªÍ¿Ω∑·
2023-07-17,23,≈∫ªÍ¿Ω∑·
2023-07-17,24,≈∫ªÍ¿Ω∑·
2023-07-17,2,≈∫ªÍ¿Ω∑·
2023-07-17,1,≈∫ªÍ¿Ω∑·
2023-07-17,144,≈∫ªÍ¿Ω∑·
2023-07-17,144,≈∫ªÍ¿Ω∑·
2023-07-17,-144,≈∫ªÍ¿Ω∑·
2023-07-17,-48,≈∫ªÍ¿Ω∑·
2023-07-17,48,≈∫ªÍ¿Ω∑·
2023-07-17,48,≈∫ªÍ¿Ω∑·
2023-07-17,36,≈∫ªÍ¿Ω∑·
2023-07-17,1,≈∫ªÍ¿Ω∑·
2023-07-17,48,≈∫ªÍ¿Ω∑·
2023-07-17,30,≈∫ªÍ¿Ω∑·
2023-07-17,20,≈∫ªÍ¿Ω∑·
2023-07-17,12,≈∫ªÍ¿Ω∑·
2023-07-17,24,≈∫ªÍ¿Ω∑·
2023-07-17,60,≈∫ªÍ¿Ω∑·
2023-07-18,20,≈∫ªÍ¿Ω∑·
2023-07-18,12,≈∫ªÍ¿Ω∑·
2023-07-18,30,≈∫ªÍ¿Ω∑·
2023-07-18,24,≈∫ªÍ¿Ω∑·
2023-07-18,6,≈∫ªÍ¿Ω∑·
2023-07-18,20,≈∫ªÍ¿Ω∑·
2023-07-18,12,≈∫ªÍ¿Ω∑·
2023-07-18,30,≈∫ªÍ¿Ω∑·
2023-07-18,12,≈∫ªÍ¿Ω∑·
2023-07-18,24,≈∫ªÍ¿Ω∑·
2023-07-18,24,≈∫ªÍ¿Ω∑·
2023-07-18,24,≈∫ªÍ¿Ω∑·
2023-07-18,18,≈∫ªÍ¿Ω∑·
2023-07-18,1,≈∫ªÍ¿Ω∑·
2023-07-18,24,≈∫ªÍ¿Ω∑·
2023-07-18,12,≈∫ªÍ¿Ω∑·
2023-07-18,20,≈∫ªÍ¿Ω∑·
2023-07-19,1,≈∫ªÍ¿Ω∑·
2023-07-19,6,≈∫ªÍ¿Ω∑·
2023-07-19,24,≈∫ªÍ¿Ω∑·
2023-07-19,-24,≈∫ªÍ¿Ω∑·
2023-07-19,12,≈∫ªÍ¿Ω∑·
2023-07-19,24,≈∫ªÍ¿Ω∑·
2023-07-19,2,≈∫ªÍ¿Ω∑·
2023-07-19,1,≈∫ªÍ¿Ω∑·
2023-07-19,60,≈∫ªÍ¿Ω∑·
2023-07-19,30,≈∫ªÍ¿Ω∑·
2023-07-20,24,≈∫ªÍ¿Ω∑·
2023-07-20,24,≈∫ªÍ¿Ω∑·
2023-07-20,60,≈∫ªÍ¿Ω∑·
2023-07-20,24,≈∫ªÍ¿Ω∑·
2023-07-20,1,≈∫ªÍ¿Ω∑·
2023-07-20,24,≈∫ªÍ¿Ω∑·
2023-07-20,24,≈∫ªÍ¿Ω∑·
2023-07-20,6,≈∫ªÍ¿Ω∑·
2023-07-20,90,≈∫ªÍ¿Ω∑·
2023-07-20,90,≈∫ªÍ¿Ω∑·
2023-07-20,24,≈∫ªÍ¿Ω∑·
2023-07-20,6,≈∫ªÍ¿Ω∑·
2023-07-20,30,≈∫ªÍ¿Ω∑·
2023-07-20,6,≈∫ªÍ¿Ω∑·
2023-07-20,2,≈∫ªÍ¿Ω∑·
2023-07-20,30,≈∫ªÍ¿Ω∑·
2023-07-20,20,≈∫ªÍ¿Ω∑·
2023-07-20,24,≈∫ªÍ¿Ω∑·
2023-07-20,12,≈∫ªÍ¿Ω∑·
2023-07-21,12,≈∫ªÍ¿Ω∑·
2023-07-21,1,≈∫ªÍ¿Ω∑·
2023-07-21,30,≈∫ªÍ¿Ω∑·
2023-07-21,30,≈∫ªÍ¿Ω∑·
2023-07-21,30,≈∫ªÍ¿Ω∑·
2023-07-21,30,≈∫ªÍ¿Ω∑·
2023-07-21,30,≈∫ªÍ¿Ω∑·
2023-07-21,30,≈∫ªÍ¿Ω∑·
2023-07-21,24,≈∫ªÍ¿Ω∑·
2023-07-21,6,≈∫ªÍ¿Ω∑·
2023-07-21,-96,≈∫ªÍ¿Ω∑·
2023-07-21,96,≈∫ªÍ¿Ω∑·
2023-07-21,96,≈∫ªÍ¿Ω∑·
2023-07-21,2,≈∫ªÍ¿Ω∑·
2023-07-21,48,≈∫ªÍ¿Ω∑·
2023-07-21,-2,≈∫ªÍ¿Ω∑·
2023-07-21,-1,≈∫ªÍ¿Ω∑·
2023-07-21,1,≈∫ªÍ¿Ω∑·
2023-07-21,24,≈∫ªÍ¿Ω∑·
2023-07-21,24,≈∫ªÍ¿Ω∑·
2023-07-21,24,≈∫ªÍ¿Ω∑·
2023-07-21,24,≈∫ªÍ¿Ω∑·
2023-07-21,48,≈∫ªÍ¿Ω∑·
2023-07-21,120,≈∫ªÍ¿Ω∑·
2023-07-22,1,≈∫ªÍ¿Ω∑·
2023-07-22,1,≈∫ªÍ¿Ω∑·
2023-07-22,30,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,30,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,60,≈∫ªÍ¿Ω∑·
2023-07-22,30,≈∫ªÍ¿Ω∑·
2023-07-22,12,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,24,≈∫ªÍ¿Ω∑·
2023-07-22,90,≈∫ªÍ¿Ω∑·
2023-07-22,1,≈∫ªÍ¿Ω∑·
2023-07-22,12,≈∫ªÍ¿Ω∑·
2023-07-24,4,≈∫ªÍ¿Ω∑·
2023-07-24,24,≈∫ªÍ¿Ω∑·
2023-07-24,60,≈∫ªÍ¿Ω∑·
2023-07-24,48,≈∫ªÍ¿Ω∑·
2023-07-24,96,≈∫ªÍ¿Ω∑·
2023-07-24,24,≈∫ªÍ¿Ω∑·
2023-07-24,-30,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,6,≈∫ªÍ¿Ω∑·
2023-07-24,24,≈∫ªÍ¿Ω∑·
2023-07-24,24,≈∫ªÍ¿Ω∑·
2023-07-24,24,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,11,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,11,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,24,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,240,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,20,≈∫ªÍ¿Ω∑·
2023-07-24,6,≈∫ªÍ¿Ω∑·
2023-07-24,12,≈∫ªÍ¿Ω∑·
2023-07-24,2,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,18,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,12,≈∫ªÍ¿Ω∑·
2023-07-24,12,≈∫ªÍ¿Ω∑·
2023-07-24,24,≈∫ªÍ¿Ω∑·
2023-07-24,1,≈∫ªÍ¿Ω∑·
2023-07-24,60,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,120,≈∫ªÍ¿Ω∑·
2023-07-24,30,≈∫ªÍ¿Ω∑·
2023-07-24,24,≈∫ªÍ¿Ω∑·
2023-07-25,1,≈∫ªÍ¿Ω∑·
2023-07-25,12,≈∫ªÍ¿Ω∑·
2023-07-25,30,≈∫ªÍ¿Ω∑·
2023-07-25,20,≈∫ªÍ¿Ω∑·
2023-07-25,60,≈∫ªÍ¿Ω∑·
2023-07-25,180,≈∫ªÍ¿Ω∑·
2023-07-25,1,≈∫ªÍ¿Ω∑·
2023-07-25,48,≈∫ªÍ¿Ω∑·
2023-07-25,30,≈∫ªÍ¿Ω∑·
2023-07-25,60,≈∫ªÍ¿Ω∑·
2023-07-25,6,≈∫ªÍ¿Ω∑·
2023-07-25,0,≈∫ªÍ¿Ω∑·
2023-07-25,60,≈∫ªÍ¿Ω∑·
2023-07-25,1,≈∫ªÍ¿Ω∑·
2023-07-25,1,≈∫ªÍ¿Ω∑·
2023-07-25,2,≈∫ªÍ¿Ω∑·
2023-07-25,6,≈∫ªÍ¿Ω∑·
2023-07-25,1,≈∫ªÍ¿Ω∑·
2023-07-25,30,≈∫ªÍ¿Ω∑·
2023-07-25,12,≈∫ªÍ¿Ω∑·
2023-07-25,60,≈∫ªÍ¿Ω∑·
2023-07-26,4,≈∫ªÍ¿Ω∑·
2023-07-26,120,≈∫ªÍ¿Ω∑·
2023-07-26,-4,≈∫ªÍ¿Ω∑·
2023-07-26,30,≈∫ªÍ¿Ω∑·
2023-07-26,12,≈∫ªÍ¿Ω∑·
2023-07-26,1,≈∫ªÍ¿Ω∑·
2023-07-26,1,≈∫ªÍ¿Ω∑·
2023-07-26,600,≈∫ªÍ¿Ω∑·
2023-07-26,-12,≈∫ªÍ¿Ω∑·
2023-07-26,1,≈∫ªÍ¿Ω∑·
2023-07-26,60,≈∫ªÍ¿Ω∑·
2023-07-26,1,≈∫ªÍ¿Ω∑·
2023-07-26,30,≈∫ªÍ¿Ω∑·
2023-07-26,30,≈∫ªÍ¿Ω∑·
2023-07-26,24,≈∫ªÍ¿Ω∑·
2023-07-26,24,≈∫ªÍ¿Ω∑·
2023-07-26,60,≈∫ªÍ¿Ω∑·
2023-07-26,30,≈∫ªÍ¿Ω∑·
2023-07-26,30,≈∫ªÍ¿Ω∑·
2023-07-26,-30,≈∫ªÍ¿Ω∑·
2023-07-26,-60,≈∫ªÍ¿Ω∑·
2023-07-26,60,≈∫ªÍ¿Ω∑·
2023-07-27,6,≈∫ªÍ¿Ω∑·
2023-07-27,30,≈∫ªÍ¿Ω∑·
2023-07-27,30,≈∫ªÍ¿Ω∑·
2023-07-27,2,≈∫ªÍ¿Ω∑·
2023-07-27,2,≈∫ªÍ¿Ω∑·
2023-07-27,48,≈∫ªÍ¿Ω∑·
2023-07-27,12,≈∫ªÍ¿Ω∑·
2023-07-28,150,≈∫ªÍ¿Ω∑·
2023-07-28,12,≈∫ªÍ¿Ω∑·
2023-07-28,30,≈∫ªÍ¿Ω∑·
2023-07-28,24,≈∫ªÍ¿Ω∑·
2023-07-28,24,≈∫ªÍ¿Ω∑·
2023-07-28,30,≈∫ªÍ¿Ω∑·
2023-07-28,24,≈∫ªÍ¿Ω∑·
2023-07-28,24,≈∫ªÍ¿Ω∑·
2023-07-28,30,≈∫ªÍ¿Ω∑·
2023-07-28,12,≈∫ªÍ¿Ω∑·
2023-07-28,12,≈∫ªÍ¿Ω∑·
2023-07-28,-12,≈∫ªÍ¿Ω∑·
2023-07-28,6,≈∫ªÍ¿Ω∑·
2023-07-28,1,≈∫ªÍ¿Ω∑·
2023-07-28,12,≈∫ªÍ¿Ω∑·
2023-07-28,24,≈∫ªÍ¿Ω∑·
2023-07-28,24,≈∫ªÍ¿Ω∑·
2023-07-28,2,≈∫ªÍ¿Ω∑·
2023-07-28,12,≈∫ªÍ¿Ω∑·
2023-07-28,24,≈∫ªÍ¿Ω∑·
2023-07-28,20,≈∫ªÍ¿Ω∑·
2023-07-28,30,≈∫ªÍ¿Ω∑·
2023-07-28,30,≈∫ªÍ¿Ω∑·
2023-07-28,-30,≈∫ªÍ¿Ω∑·
2023-07-28,12,≈∫ªÍ¿Ω∑·
2023-07-28,6,≈∫ªÍ¿Ω∑·
2023-07-28,12,≈∫ªÍ¿Ω∑·
2023-07-28,24,≈∫ªÍ¿Ω∑·
2023-07-28,12,≈∫ªÍ¿Ω∑·
2023-07-28,30,≈∫ªÍ¿Ω∑·
2023-07-28,6,≈∫ªÍ¿Ω∑·
2023-07-29,30,≈∫ªÍ¿Ω∑·
2023-07-29,1,≈∫ªÍ¿Ω∑·
2023-07-29,1,≈∫ªÍ¿Ω∑·
2023-07-29,12,≈∫ªÍ¿Ω∑·
2023-07-29,1,≈∫ªÍ¿Ω∑·
2023-07-29,1,≈∫ªÍ¿Ω∑·
2023-07-29,16,≈∫ªÍ¿Ω∑·
2023-07-29,12,≈∫ªÍ¿Ω∑·
2023-07-29,24,≈∫ªÍ¿Ω∑·
2023-07-29,12,≈∫ªÍ¿Ω∑·
2023-07-29,12,≈∫ªÍ¿Ω∑·
2023-07-29,12,≈∫ªÍ¿Ω∑·
2023-07-29,24,≈∫ªÍ¿Ω∑·
2023-07-29,2,≈∫ªÍ¿Ω∑·
2023-07-29,-1,≈∫ªÍ¿Ω∑·
2023-07-29,-1,≈∫ªÍ¿Ω∑·
2023-07-29,-1,≈∫ªÍ¿Ω∑·
2023-07-29,1,≈∫ªÍ¿Ω∑·
2023-07-29,1,≈∫ªÍ¿Ω∑·
2023-07-29,1,≈∫ªÍ¿Ω∑·
2023-07-29,12,≈∫ªÍ¿Ω∑·
2023-07-29,60,≈∫ªÍ¿Ω∑·
2023-07-29,60,≈∫ªÍ¿Ω∑·
2023-07-29,60,≈∫ªÍ¿Ω∑·
2023-07-29,-60,≈∫ªÍ¿Ω∑·
2023-07-29,-60,≈∫ªÍ¿Ω∑·
2023-07-29,12,≈∫ªÍ¿Ω∑·
2023-07-29,12,≈∫ªÍ¿Ω∑·
2023-07-29,24,≈∫ªÍ¿Ω∑·
2023-07-29,30,≈∫ªÍ¿Ω∑·
2023-07-29,60,≈∫ªÍ¿Ω∑·
2023-07-29,24,≈∫ªÍ¿Ω∑·
2023-07-31,24,≈∫ªÍ¿Ω∑·
2023-07-31,2,≈∫ªÍ¿Ω∑·
2023-07-31,-12,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,29,≈∫ªÍ¿Ω∑·
2023-07-31,1,≈∫ªÍ¿Ω∑·
2023-07-31,24,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,-3,≈∫ªÍ¿Ω∑·
2023-07-31,3,≈∫ªÍ¿Ω∑·
2023-07-31,3,≈∫ªÍ¿Ω∑·
2023-07-31,30,≈∫ªÍ¿Ω∑·
2023-07-31,60,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,1,≈∫ªÍ¿Ω∑·
2023-07-31,30,≈∫ªÍ¿Ω∑·
2023-07-31,2,≈∫ªÍ¿Ω∑·
2023-07-31,4,≈∫ªÍ¿Ω∑·
2023-07-31,30,≈∫ªÍ¿Ω∑·
2023-07-31,30,≈∫ªÍ¿Ω∑·
2023-07-31,1,≈∫ªÍ¿Ω∑·
2023-07-31,60,≈∫ªÍ¿Ω∑·
2023-07-31,60,≈∫ªÍ¿Ω∑·
2023-07-31,30,≈∫ªÍ¿Ω∑·
2023-07-31,30,≈∫ªÍ¿Ω∑·
2023-07-31,-30,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-07-31,12,≈∫ªÍ¿Ω∑·
2023-08-01,24,≈∫ªÍ¿Ω∑·
2023-08-01,20,≈∫ªÍ¿Ω∑·
2023-08-01,-1,≈∫ªÍ¿Ω∑·
2023-08-01,24,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,6,≈∫ªÍ¿Ω∑·
2023-08-01,36,≈∫ªÍ¿Ω∑·
2023-08-01,-2,≈∫ªÍ¿Ω∑·
2023-08-01,2,≈∫ªÍ¿Ω∑·
2023-08-01,2,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,36,≈∫ªÍ¿Ω∑·
2023-08-01,36,≈∫ªÍ¿Ω∑·
2023-08-01,-36,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,48,≈∫ªÍ¿Ω∑·
2023-08-01,48,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,12,≈∫ªÍ¿Ω∑·
2023-08-01,24,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,-1,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,-1,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,1,≈∫ªÍ¿Ω∑·
2023-08-01,12,≈∫ªÍ¿Ω∑·
2023-08-01,2,≈∫ªÍ¿Ω∑·
2023-08-01,12,≈∫ªÍ¿Ω∑·
2023-08-01,12,≈∫ªÍ¿Ω∑·
2023-08-01,24,≈∫ªÍ¿Ω∑·
2023-08-01,24,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,60,≈∫ªÍ¿Ω∑·
2023-08-01,60,≈∫ªÍ¿Ω∑·
2023-08-01,-60,≈∫ªÍ¿Ω∑·
2023-08-01,2,≈∫ªÍ¿Ω∑·
2023-08-01,6,≈∫ªÍ¿Ω∑·
2023-08-01,12,≈∫ªÍ¿Ω∑·
2023-08-01,12,≈∫ªÍ¿Ω∑·
2023-08-01,24,≈∫ªÍ¿Ω∑·
2023-08-01,-30,≈∫ªÍ¿Ω∑·
2023-08-01,-30,≈∫ªÍ¿Ω∑·
2023-08-01,-30,≈∫ªÍ¿Ω∑·
2023-08-01,-30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-01,30,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,30,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,20,≈∫ªÍ¿Ω∑·
2023-08-02,20,≈∫ªÍ¿Ω∑·
2023-08-02,12,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,12,≈∫ªÍ¿Ω∑·
2023-08-02,20,≈∫ªÍ¿Ω∑·
2023-08-02,12,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,30,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,2,≈∫ªÍ¿Ω∑·
2023-08-02,12,≈∫ªÍ¿Ω∑·
2023-08-02,-3,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,72,≈∫ªÍ¿Ω∑·
2023-08-02,1,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,12,≈∫ªÍ¿Ω∑·
2023-08-02,30,≈∫ªÍ¿Ω∑·
2023-08-02,30,≈∫ªÍ¿Ω∑·
2023-08-02,30,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-02,24,≈∫ªÍ¿Ω∑·
2023-08-03,30,≈∫ªÍ¿Ω∑·
2023-08-03,1,≈∫ªÍ¿Ω∑·
2023-08-03,12,≈∫ªÍ¿Ω∑·
2023-08-03,1,≈∫ªÍ¿Ω∑·
2023-08-03,24,≈∫ªÍ¿Ω∑·
2023-08-03,4,≈∫ªÍ¿Ω∑·
2023-08-03,1,≈∫ªÍ¿Ω∑·
2023-08-03,24,≈∫ªÍ¿Ω∑·
2023-08-03,12,≈∫ªÍ¿Ω∑·
2023-08-03,6,≈∫ªÍ¿Ω∑·
2023-08-03,1,≈∫ªÍ¿Ω∑·
2023-08-03,90,≈∫ªÍ¿Ω∑·
2023-08-03,24,≈∫ªÍ¿Ω∑·
2023-08-03,24,≈∫ªÍ¿Ω∑·
2023-08-03,12,≈∫ªÍ¿Ω∑·
2023-08-03,12,≈∫ªÍ¿Ω∑·
2023-08-03,-12,≈∫ªÍ¿Ω∑·
2023-08-03,60,≈∫ªÍ¿Ω∑·
2023-08-03,30,≈∫ªÍ¿Ω∑·
2023-08-03,1,≈∫ªÍ¿Ω∑·
2023-08-03,19,≈∫ªÍ¿Ω∑·
2023-08-03,6,≈∫ªÍ¿Ω∑·
2023-08-03,23,≈∫ªÍ¿Ω∑·
2023-08-03,1,≈∫ªÍ¿Ω∑·
2023-08-03,24,≈∫ªÍ¿Ω∑·
2023-08-03,1,≈∫ªÍ¿Ω∑·
2023-08-04,2,≈∫ªÍ¿Ω∑·
2023-08-04,12,≈∫ªÍ¿Ω∑·
2023-08-04,24,≈∫ªÍ¿Ω∑·
2023-08-04,24,≈∫ªÍ¿Ω∑·
2023-08-04,-24,≈∫ªÍ¿Ω∑·
2023-08-04,6,≈∫ªÍ¿Ω∑·
2023-08-04,12,≈∫ªÍ¿Ω∑·
2023-08-04,24,≈∫ªÍ¿Ω∑·
2023-08-04,24,≈∫ªÍ¿Ω∑·
2023-08-04,12,≈∫ªÍ¿Ω∑·
